state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Massachusetts,2020-01-22,-48,0,0,,,,,,
Massachusetts,2020-01-23,-47,0,0,,,,,,
Massachusetts,2020-01-24,-46,0,0,,,,,,
Massachusetts,2020-01-25,-45,0,0,,,,,,
Massachusetts,2020-01-26,-44,0,0,,,,,,
Massachusetts,2020-01-27,-43,0,0,,,,,,
Massachusetts,2020-01-28,-42,0,0,,,,,,
Massachusetts,2020-01-29,-41,1,0,,,,,,
Massachusetts,2020-01-30,-40,1,0,,,,,,
Massachusetts,2020-01-31,-39,1,0,,,,,,
Massachusetts,2020-02-01,-38,1,0,,,,,,
Massachusetts,2020-02-02,-37,1,0,,,,,,
Massachusetts,2020-02-03,-36,1,0,,,,,,
Massachusetts,2020-02-04,-35,1,0,,,,,,
Massachusetts,2020-02-05,-34,1,0,,,,,,
Massachusetts,2020-02-06,-33,2,0,,,,,,
Massachusetts,2020-02-07,-32,2,0,,,,,,
Massachusetts,2020-02-08,-31,2,0,,,,,,
Massachusetts,2020-02-09,-30,2,0,,,,,,
Massachusetts,2020-02-10,-29,2,0,,,,,,
Massachusetts,2020-02-11,-28,2,0,,,,,,
Massachusetts,2020-02-12,-27,2,0,,,,,,
Massachusetts,2020-02-13,-26,2,0,,,,,,
Massachusetts,2020-02-14,-25,2,0,,,,,,
Massachusetts,2020-02-15,-24,2,0,,,,,,
Massachusetts,2020-02-16,-23,2,0,,,,,,
Massachusetts,2020-02-17,-22,2,0,,,,,,
Massachusetts,2020-02-18,-21,2,0,,,,,,
Massachusetts,2020-02-19,-20,2,0,,,,,,
Massachusetts,2020-02-20,-19,2,0,,,,,,
Massachusetts,2020-02-21,-18,2,0,,,,,,
Massachusetts,2020-02-22,-17,2,0,,,,,,
Massachusetts,2020-02-23,-16,2,0,,,,,,
Massachusetts,2020-02-24,-15,2,0,,,,,,
Massachusetts,2020-02-25,-14,2,0,,,,,,
Massachusetts,2020-02-26,-13,2,0,,,,,,
Massachusetts,2020-02-27,-12,2,0,,,,,,
Massachusetts,2020-02-28,-11,2,0,,,,,,
Massachusetts,2020-02-29,-10,2,0,,,,,,
Massachusetts,2020-03-01,-9,3,0,,,,,,
Massachusetts,2020-03-02,-8,3,0,,,,,,
Massachusetts,2020-03-03,-7,4,0,,,,,,
Massachusetts,2020-03-04,-6,6,0,,,,,,
Massachusetts,2020-03-05,-5,14,0,,,,,,
Massachusetts,2020-03-06,-4,28,0,,,,,,
Massachusetts,2020-03-07,-3,72,0,,,,,,
Massachusetts,2020-03-08,-2,91,0,,,,,,
Massachusetts,2020-03-09,-1,96,0,,,,,,
Massachusetts,2020-03-10,0,110,0,,,,,,
Massachusetts,2020-03-11,1,132,0,,,,,,
Massachusetts,2020-03-12,2,161,0,,,,,,
Massachusetts,2020-03-13,3,222,0,,,,,,
Massachusetts,2020-03-14,4,295,0,,,,,,
Massachusetts,2020-03-15,5,363,0,,,,,,
Massachusetts,2020-03-16,6,512,0,,,,,,
Massachusetts,2020-03-17,7,760,0,,,,,,
Massachusetts,2020-03-18,8,1019,0,,,,,,
Massachusetts,2020-03-19,9,1297,0,,,,,,
Massachusetts,2020-03-20,10,1684,1,,,,,,
Massachusetts,2020-03-21,11,2006,1,,,,,,
Massachusetts,2020-03-22,12,2292,5,,,,,,
Massachusetts,2020-03-23,13,2900,9,,,,,,
Massachusetts,2020-03-24,14,3618,11,,,,,,
Massachusetts,2020-03-25,15,4366,15,,,,,,
Massachusetts,2020-03-26,16,5301,25,,,,,,
Massachusetts,2020-03-27,17,6242,35,,,,,,
Massachusetts,2020-03-28,18,6899,44,,,,,,
Massachusetts,2020-03-29,19,7422,48,,,,,,
Massachusetts,2020-03-30,20,8660,56,,,,,,
Massachusetts,2020-03-31,21,9924,89,,,,,,
Massachusetts,2020-04-01,22,11263,122,,,,,,
Massachusetts,2020-04-02,23,12542,154,,,,,,
Massachusetts,2020-04-03,24,14028,192,,,,,,
Massachusetts,2020-04-04,25,15191,216,,1370.0,,,,
Massachusetts,2020-04-05,26,16172,231,,1632.0,,,,
Massachusetts,2020-04-06,27,18103,260,,1667.0,,,,
Massachusetts,2020-04-07,28,20127,356,,1831.0,,,,
Massachusetts,2020-04-08,29,21990,433,,2119.0,,,,
Massachusetts,2020-04-09,30,23977,503,,2302.0,,,,
Massachusetts,2020-04-10,31,26037,599,,2435.0,,,,
Massachusetts,2020-04-11,32,27338,686,,2507.0,,,,
Massachusetts,2020-04-12,33,28271,756,,2514.0,,,,
Massachusetts,2020-04-13,34,30294,844,,3485.0,,,,
Massachusetts,2020-04-14,35,33173,844,,3616.0,,,,
Massachusetts,2020-04-15,36,35778,1108,,3637.0,,,,
Massachusetts,2020-04-16,37,38170,1108,,3726.0,,,,
Massachusetts,2020-04-17,38,41168,1245,,3756.0,,,,
Massachusetts,2020-04-18,39,42657,1404,,3728.0,,,,
Massachusetts,2020-04-19,40,43750,1706,,3789.0,,,,
Massachusetts,2020-04-20,41,46442,1706,,3872.0,,,,
Massachusetts,2020-04-21,42,48637,1961,,3977.0,,,,
Massachusetts,2020-04-22,43,51348,2182,,3890.0,,,,
Massachusetts,2020-04-23,44,53755,2360,,3851.0,,,,
Massachusetts,2020-04-24,45,56039,2556,,3847.0,,,,
Massachusetts,2020-04-25,46,57537,2730,,3879.0,,,,
Massachusetts,2020-04-26,47,58384,2899,,3879.0,,,,
Massachusetts,2020-04-27,48,60516,3003,,3892.0,,,,
Massachusetts,2020-04-28,49,62625,3153,,3875.0,,,,
Massachusetts,2020-04-29,50,64816,3405,,3856.0,,,,
Massachusetts,2020-04-30,51,66867,3562,,3803.0,,,,
Massachusetts,2020-05-01,52,68953,3716,,3716.0,,,,
Massachusetts,2020-05-02,53,69984,3846,,3601.0,,,,
Massachusetts,2020-05-03,54,70723,4004,,3617.0,,,,
Massachusetts,2020-05-04,55,72605,4090,,3539.0,,,,
Massachusetts,2020-05-05,56,74343,4212,,3542.0,,,,
Massachusetts,2020-05-06,57,76048,4420,,3564.0,,,,
Massachusetts,2020-05-07,58,77733,4552,,3436.0,,,,
Massachusetts,2020-05-08,59,79190,4702,,3349.0,,,,
Massachusetts,2020-05-09,60,79882,4840,,3229.0,,,,
Massachusetts,2020-05-10,61,80277,4979,,3128.0,,,,
Massachusetts,2020-05-11,62,81588,5108,,3102.0,,,,
Massachusetts,2020-05-12,63,83041,5141,,3127.0,,,,
Massachusetts,2020-05-13,64,84358,5315,,3101.0,,,,
Massachusetts,2020-05-14,65,85674,5482,,2859.0,,,,
Massachusetts,2020-05-15,66,86782,5592,,2767.0,,,,
Massachusetts,2020-05-16,67,87433,5705,,2692.0,,,,
Massachusetts,2020-05-17,68,87805,5797,,2597.0,,,,
Massachusetts,2020-05-18,69,89125,5862,,2533.0,,,,
Massachusetts,2020-05-19,70,90202,5938,,2472.0,,,,
Massachusetts,2020-05-20,71,91231,6066,,2518.0,,,,
Massachusetts,2020-05-21,72,92209,6148,,2396.0,,,,
Massachusetts,2020-05-22,73,93092,6228,,2323.0,,,,
Massachusetts,2020-05-23,74,93492,6304,,2237.0,,,,
Massachusetts,2020-05-24,75,93808,6372,,2169.0,,,,
Massachusetts,2020-05-25,76,94023,6416,,2132.0,,,,
Massachusetts,2020-05-26,77,94907,6473,,2108.0,,,,
Massachusetts,2020-05-27,78,95617,6547,,2106.0,,,,
Massachusetts,2020-05-28,79,96268,6640,,2112.0,,,,
Massachusetts,2020-05-29,80,96805,6718,,1991.0,,,,
Massachusetts,2020-05-30,81,97090,6768,,1904.0,,,,
Massachusetts,2020-05-31,82,97260,6846,,1824.0,,,,
Massachusetts,2020-06-01,83,97774,7035,,1747.0,,,,
Massachusetts,2020-06-02,84,98228,7085,,1657.0,,,,
Massachusetts,2020-06-03,85,98697,7152,,1684.0,,,,
Massachusetts,2020-06-04,86,99079,7201,,1637.0,,,,
Massachusetts,2020-06-05,87,99419,7235,,1533.0,,,,
Massachusetts,2020-06-06,88,99571,7289,,1529.0,,,,
Massachusetts,2020-06-07,89,99725,7316,,1442.0,,,,
Massachusetts,2020-06-08,90,100090,7353,,1415.0,,,,
Massachusetts,2020-06-09,91,100441,7408,,1397.0,,,,
Massachusetts,2020-06-10,92,100707,7454,,1345.0,,,,
Massachusetts,2020-06-11,93,100946,7492,,1260.0,,,,
Massachusetts,2020-06-12,94,101209,7538,,1143.0,,,,
Massachusetts,2020-06-13,95,101314,7576,,1069.0,,,,
Massachusetts,2020-06-14,96,101398,7624,,1039.0,,,,
Massachusetts,2020-06-15,97,101637,7647,,1026.0,,,,
Massachusetts,2020-06-16,98,101847,7665,,1045.0,,,,
Massachusetts,2020-06-17,99,102106,7734,,998.0,,,,
Massachusetts,2020-06-18,100,102367,7770,,968.0,,,,
Massachusetts,2020-06-19,101,102547,7800,,994.0,,,,
Massachusetts,2020-06-20,102,102644,7828,,964.0,,,,
Massachusetts,2020-06-21,103,102727,7858,,927.0,,,,
Massachusetts,2020-06-22,104,102957,7874,,920.0,,,,
Massachusetts,2020-06-23,105,103153,7890,,953.0,,,,
Massachusetts,2020-06-24,106,103368,7938,,939.0,,,,
Massachusetts,2020-06-25,107,103582,7963,,822.0,,,,
Massachusetts,2020-06-26,108,103790,8013,,791.0,,,,
Massachusetts,2020-06-27,109,103932,8041,,769.0,,,,
Massachusetts,2020-06-28,110,104005,8060,,748.0,,,,
Massachusetts,2020-06-29,111,104213,8095,,762.0,,,,
Massachusetts,2020-06-30,112,104440,8054,,733.0,,,,
Massachusetts,2020-07-01,113,104667,8081,,760.0,,,,
Massachusetts,2020-07-02,114,104901,8132,,681.0,,,,
Massachusetts,2020-07-03,115,105010,8149,,656.0,,,,
Massachusetts,2020-07-04,116,105077,8172,,640.0,,,,
Massachusetts,2020-07-05,117,105192,8183,,636.0,,,,
Massachusetts,2020-07-06,118,105442,8198,,603.0,,,,
Massachusetts,2020-07-07,119,105695,8213,,621.0,,,,
Massachusetts,2020-07-08,120,105926,8243,,662.0,,,,
Massachusetts,2020-07-09,121,106201,8268,,635.0,,,,
Massachusetts,2020-07-10,122,106447,8296,,632.0,,,,
Massachusetts,2020-07-11,123,106573,8310,,572.0,,,,
Massachusetts,2020-07-12,124,106675,8325,,583.0,,,,
Massachusetts,2020-07-13,125,106977,8330,,570.0,,,,
Massachusetts,2020-07-14,126,107214,8340,,560.0,,,,
Massachusetts,2020-07-15,127,107532,8368,,580.0,,,,
Massachusetts,2020-07-16,128,107778,8380,,557.0,,,,
Massachusetts,2020-07-17,129,108023,8402,,515.0,,,,
Massachusetts,2020-07-18,130,108158,8419,,499.0,,,,
Massachusetts,2020-07-19,131,108252,8431,,498.0,,,,
Massachusetts,2020-07-20,132,108545,8433,,483.0,,,,
Massachusetts,2020-07-21,133,108836,8450,,513.0,,,,
Massachusetts,2020-07-22,134,109126,8468,,532.0,,,,
Massachusetts,2020-07-23,135,109428,8484,,351.0,,,,
Massachusetts,2020-07-24,136,109710,8498,,397.0,,,,
Massachusetts,2020-07-25,137,109894,8510,,371.0,,,,
Massachusetts,2020-07-26,138,110037,8529,,364.0,,,,
Massachusetts,2020-07-27,139,110422,8536,,350.0,,,,
Massachusetts,2020-07-28,140,110778,8551,,364.0,,,,
Massachusetts,2020-07-29,141,111129,8580,,390.0,,,,
Massachusetts,2020-07-30,142,111483,8580,,367.0,,,,
Massachusetts,2020-07-31,143,111836,8609,,347.0,,,,
Massachusetts,2020-08-01,144,111988,8626,,369.0,,,,
Massachusetts,2020-08-02,145,112109,8638,,406.0,,,,
Massachusetts,2020-08-03,146,112490,8648,,375.0,,,,
Massachusetts,2020-08-04,147,112814,8657,,354.0,,,,
Massachusetts,2020-08-05,148,113161,8659,,396.0,,,,
Massachusetts,2020-08-06,149,113543,8691,,403.0,,,,
Massachusetts,2020-08-07,150,113868,8709,,390.0,,,,
Massachusetts,2020-08-08,151,114050,8721,,386.0,,,,
Massachusetts,2020-08-09,152,114152,8735,,375.0,,,,
Massachusetts,2020-08-10,153,114532,8741,,380.0,,,,
Massachusetts,2020-08-11,154,114839,8751,,387.0,,,,
Massachusetts,2020-08-12,155,115152,8769,,422.0,,,,
Massachusetts,2020-08-13,156,115521,8790,,401.0,,,,
Massachusetts,2020-08-14,157,115882,8810,,398.0,,,,
Massachusetts,2020-08-15,158,116058,8826,,375.0,,,,
Massachusetts,2020-08-16,159,116179,8838,,372.0,,,,
Massachusetts,2020-08-17,160,116561,8842,,367.0,,,,
Massachusetts,2020-08-18,161,116958,8848,,374.0,,,,
Massachusetts,2020-08-19,162,117301,8876,,365.0,,,,
Massachusetts,2020-08-20,163,117662,8888,,379.0,,,,
Massachusetts,2020-08-21,164,117962,8901,,322.0,,,,
Massachusetts,2020-08-22,165,118127,8921,,315.0,,,,
Massachusetts,2020-08-23,166,118237,8921,,315.0,,,,
Massachusetts,2020-08-24,167,118650,8949,,308.0,,,,
Massachusetts,2020-08-25,168,119054,8961,,327.0,,,,
Massachusetts,2020-08-26,169,119455,8987,,356.0,,,,
Massachusetts,2020-08-27,170,119832,9008,,333.0,,,,
Massachusetts,2020-08-28,171,120208,9024,,312.0,,,,
Massachusetts,2020-08-29,172,120411,9036,,305.0,,,,
Massachusetts,2020-08-30,173,120568,9049,,290.0,,,,
Massachusetts,2020-08-31,174,121018,9060,,314.0,,,,
Massachusetts,2020-09-01,175,121422,9064,,320.0,,,,
Massachusetts,2020-09-02,176,121826,9060,,308.0,,,,
Massachusetts,2020-09-03,177,121546,9077,,312.0,,,,
Massachusetts,2020-09-04,178,121758,9100,,333.0,,,,
Massachusetts,2020-09-05,179,122196,9116,,325.0,,,,
Massachusetts,2020-09-06,180,122562,9125,,312.0,,,,
Massachusetts,2020-09-07,181,122791,9133,,322.0,,,,
Massachusetts,2020-09-08,182,122962,9141,,328.0,,,,
Massachusetts,2020-09-09,183,123143,9146,,338.0,,,,
Massachusetts,2020-09-10,184,123546,9166,,355.0,,,,
Massachusetts,2020-09-11,185,123986,9180,,330.0,,,,
Massachusetts,2020-09-12,186,124540,9196,,331.0,,,,
Massachusetts,2020-09-13,187,124826,9210,,313.0,,,,
Massachusetts,2020-09-14,188,125080,9219,,302.0,,,,
Massachusetts,2020-09-15,189,125393,9225,,310.0,,,,
Massachusetts,2020-09-16,190,125699,9245,,352.0,,,,
Massachusetts,2020-09-17,191,126128,9260,,377.0,,,,
Massachusetts,2020-09-18,192,126582,9269,,338.0,,,,
Massachusetts,2020-09-19,193,127181,9295,,362.0,,,,
Massachusetts,2020-09-20,194,127540,9310,,364.0,,,,
Massachusetts,2020-09-21,195,127796,9317,,367.0,,,,
Massachusetts,2020-09-22,196,127969,9328,,371.0,,,,
Massachusetts,2020-09-23,197,128512,9347,,361.0,,,,
Massachusetts,2020-09-24,198,128993,9362,,375.0,,,,
Massachusetts,2020-09-25,199,129481,9373,,389.0,,,,
Massachusetts,2020-09-26,200,130050,9391,,354.0,,,,
Massachusetts,2020-09-27,201,130642,9404,,408.0,,,,
Massachusetts,2020-09-28,202,131072,9415,,418.0,,,,
Massachusetts,2020-09-29,203,131584,9423,,444.0,,,,
Massachusetts,2020-09-30,204,132116,9456,,438.0,,,,
Massachusetts,2020-10-01,205,132870,9480,,436.0,,,,
Massachusetts,2020-10-02,206,133631,9490,,421.0,,,,
Massachusetts,2020-10-03,207,134303,9507,,416.0,,,,
Massachusetts,2020-10-04,208,134947,9510,,438.0,,,,
Massachusetts,2020-10-05,209,135462,9530,,473.0,,,,
Massachusetts,2020-10-06,210,135957,9538,,494.0,,,,
Massachusetts,2020-10-07,211,136492,9557,,515.0,,,,
Massachusetts,2020-10-08,212,136936,9565,,484.0,,,,
Massachusetts,2020-10-09,213,137701,9577,,500.0,,,,
Massachusetts,2020-10-10,214,138340,9587,,531.0,,,,
Massachusetts,2020-10-11,215,138903,9604,,511.0,,,,
Massachusetts,2020-10-12,216,139663,9617,,501.0,,,,
Massachusetts,2020-10-13,217,140412,9630,,514.0,,,,
Massachusetts,2020-10-14,218,140992,9647,,499.0,,,,
