state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Oklahoma,2020-01-22,-62,0,0,,,,,,
Oklahoma,2020-01-23,-61,0,0,,,,,,
Oklahoma,2020-01-24,-60,0,0,,,,,,
Oklahoma,2020-01-25,-59,0,0,,,,,,
Oklahoma,2020-01-26,-58,0,0,,,,,,
Oklahoma,2020-01-27,-57,0,0,,,,,,
Oklahoma,2020-01-28,-56,0,0,,,,,,
Oklahoma,2020-01-29,-55,0,0,,,,,,
Oklahoma,2020-01-30,-54,0,0,,,,,,
Oklahoma,2020-01-31,-53,0,0,,,,,,
Oklahoma,2020-02-01,-52,0,0,,,,,,
Oklahoma,2020-02-02,-51,0,0,,,,,,
Oklahoma,2020-02-03,-50,0,0,,,,,,
Oklahoma,2020-02-04,-49,0,0,,,,,,
Oklahoma,2020-02-05,-48,0,0,,,,,,
Oklahoma,2020-02-06,-47,0,0,,,,,,
Oklahoma,2020-02-07,-46,0,0,,,,,,
Oklahoma,2020-02-08,-45,0,0,,,,,,
Oklahoma,2020-02-09,-44,0,0,,,,,,
Oklahoma,2020-02-10,-43,0,0,,,,,,
Oklahoma,2020-02-11,-42,0,0,,,,,,
Oklahoma,2020-02-12,-41,0,0,,,,,,
Oklahoma,2020-02-13,-40,0,0,,,,,,
Oklahoma,2020-02-14,-39,0,0,,,,,,
Oklahoma,2020-02-15,-38,0,0,,,,,,
Oklahoma,2020-02-16,-37,0,0,,,,,,
Oklahoma,2020-02-17,-36,0,0,,,,,,
Oklahoma,2020-02-18,-35,0,0,,,,,,
Oklahoma,2020-02-19,-34,0,0,,,,,,
Oklahoma,2020-02-20,-33,0,0,,,,,,
Oklahoma,2020-02-21,-32,0,0,,,,,,
Oklahoma,2020-02-22,-31,0,0,,,,,,
Oklahoma,2020-02-23,-30,0,0,,,,,,
Oklahoma,2020-02-24,-29,0,0,,,,,,
Oklahoma,2020-02-25,-28,0,0,,,,,,
