state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
New Mexico,2020-01-22,-63,0,0,,,,,,
New Mexico,2020-01-23,-62,0,0,,,,,,
New Mexico,2020-01-24,-61,0,0,,,,,,
New Mexico,2020-01-25,-60,0,0,,,,,,
New Mexico,2020-01-26,-59,0,0,,,,,,
New Mexico,2020-01-27,-58,0,0,,,,,,
New Mexico,2020-01-28,-57,0,0,,,,,,
New Mexico,2020-01-29,-56,0,0,,,,,,
New Mexico,2020-01-30,-55,0,0,,,,,,
New Mexico,2020-01-31,-54,0,0,,,,,,
New Mexico,2020-02-01,-53,0,0,,,,,,
New Mexico,2020-02-02,-52,0,0,,,,,,
New Mexico,2020-02-03,-51,0,0,,,,,,
New Mexico,2020-02-04,-50,0,0,,,,,,
New Mexico,2020-02-05,-49,0,0,,,,,,
New Mexico,2020-02-06,-48,0,0,,,,,,
New Mexico,2020-02-07,-47,0,0,,,,,,
New Mexico,2020-02-08,-46,0,0,,,,,,
New Mexico,2020-02-09,-45,0,0,,,,,,
New Mexico,2020-02-10,-44,0,0,,,,,,
New Mexico,2020-02-11,-43,0,0,,,,,,
New Mexico,2020-02-12,-42,0,0,,,,,,
New Mexico,2020-02-13,-41,0,0,,,,,,
New Mexico,2020-02-14,-40,0,0,,,,,,
New Mexico,2020-02-15,-39,0,0,,,,,,
New Mexico,2020-02-16,-38,0,0,,,,,,
New Mexico,2020-02-17,-37,0,0,,,,,,
New Mexico,2020-02-18,-36,0,0,,,,,,
New Mexico,2020-02-19,-35,0,0,,,,,,
New Mexico,2020-02-20,-34,0,0,,,,,,
New Mexico,2020-02-21,-33,0,0,,,,,,
New Mexico,2020-02-22,-32,0,0,,,,,,
New Mexico,2020-02-23,-31,0,0,,,,,,
New Mexico,2020-02-24,-30,0,0,,,,,,
New Mexico,2020-02-25,-29,0,0,,,,,,
New Mexico,2020-02-26,-28,0,0,,,,,,
New Mexico,2020-02-27,-27,0,0,,,,,,
New Mexico,2020-02-28,-26,0,0,,,,,,
New Mexico,2020-02-29,-25,0,0,,,,,,
New Mexico,2020-03-01,-24,0,0,,,,,,
New Mexico,2020-03-02,-23,0,0,,,,,,
New Mexico,2020-03-03,-22,0,0,,,,,,
New Mexico,2020-03-04,-21,0,0,,,,,,
New Mexico,2020-03-05,-20,0,0,,,,,,
New Mexico,2020-03-06,-19,0,0,,,,,,
New Mexico,2020-03-07,-18,0,0,,,,,,
New Mexico,2020-03-08,-17,0,0,,,,,,
