state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Oregon,2020-01-22,-58,0,0,,,,,,
Oregon,2020-01-23,-57,0,0,,,,,,
Oregon,2020-01-24,-56,0,0,,,,,,
Oregon,2020-01-25,-55,0,0,,,,,,
Oregon,2020-01-26,-54,0,0,,,,,,
Oregon,2020-01-27,-53,0,0,,,,,,
Oregon,2020-01-28,-52,0,0,,,,,,
Oregon,2020-01-29,-51,0,0,,,,,,
Oregon,2020-01-30,-50,0,0,,,,,,
Oregon,2020-01-31,-49,0,0,,,,,,
Oregon,2020-02-01,-48,0,0,,,,,,
Oregon,2020-02-02,-47,0,0,,,,,,
Oregon,2020-02-03,-46,0,0,,,,,,
Oregon,2020-02-04,-45,0,0,,,,,,
Oregon,2020-02-05,-44,0,0,,,,,,
Oregon,2020-02-06,-43,0,0,,,,,,
Oregon,2020-02-07,-42,0,0,,,,,,
Oregon,2020-02-08,-41,0,0,,,,,,
Oregon,2020-02-09,-40,0,0,,,,,,
Oregon,2020-02-10,-39,0,0,,,,,,
Oregon,2020-02-11,-38,0,0,,,,,,
Oregon,2020-02-12,-37,0,0,,,,,,
Oregon,2020-02-13,-36,0,0,,,,,,
Oregon,2020-02-14,-35,0,0,,,,,,
Oregon,2020-02-15,-34,0,0,,,,,,
Oregon,2020-02-16,-33,0,0,,,,,,
Oregon,2020-02-17,-32,0,0,,,,,,
Oregon,2020-02-18,-31,0,0,,,,,,
Oregon,2020-02-19,-30,0,0,,,,,,
Oregon,2020-02-20,-29,0,0,,,,,,
Oregon,2020-02-21,-28,0,0,,,,,,
Oregon,2020-02-22,-27,0,0,,,,,,
Oregon,2020-02-23,-26,0,0,,,,,,
Oregon,2020-02-24,-25,0,0,,,,,,
Oregon,2020-02-25,-24,0,0,,,,,,
Oregon,2020-02-26,-23,0,0,,,,,,
Oregon,2020-02-27,-22,0,0,,,,,,
Oregon,2020-02-28,-21,0,0,,,,,,
Oregon,2020-02-29,-20,1,0,,,,,,
Oregon,2020-03-01,-19,1,0,,,,,,
Oregon,2020-03-02,-18,3,0,,,,,,
Oregon,2020-03-03,-17,3,0,,,,,,
Oregon,2020-03-04,-16,3,0,,,,,,
Oregon,2020-03-05,-15,3,0,,,,,,
Oregon,2020-03-06,-14,3,0,,,,,,
Oregon,2020-03-07,-13,6,0,,,,,,
Oregon,2020-03-08,-12,14,0,,,,,,
Oregon,2020-03-09,-11,14,0,,,,,,
Oregon,2020-03-10,-10,14,0,,,,,,
Oregon,2020-03-11,-9,19,0,,,,,,
Oregon,2020-03-12,-8,24,0,,,,,,
Oregon,2020-03-13,-7,30,0,,,,,,
Oregon,2020-03-14,-6,36,0,,,,,,
Oregon,2020-03-15,-5,36,1,,,,,,
Oregon,2020-03-16,-4,39,1,,,,,,
Oregon,2020-03-17,-3,66,1,,,,,,
Oregon,2020-03-18,-2,75,3,,,,,,
Oregon,2020-03-19,-1,88,3,,,,,,
Oregon,2020-03-20,0,114,3,,,,,,
Oregon,2020-03-21,1,137,4,,,,,,
Oregon,2020-03-22,2,161,5,,,,,,
Oregon,2020-03-23,3,191,5,,,,,,
Oregon,2020-03-24,4,210,8,,,,,,
Oregon,2020-03-25,5,266,10,,,,,,
Oregon,2020-03-26,6,316,11,,,,,,
Oregon,2020-03-27,7,416,12,,,,,,
Oregon,2020-03-28,8,479,13,,91.0,,,,
Oregon,2020-03-29,9,548,13,,107.0,,,,
Oregon,2020-03-30,10,606,16,,107.0,,,,
Oregon,2020-03-31,11,690,18,,132.0,,,,
Oregon,2020-04-01,12,736,19,,132.0,,,,
Oregon,2020-04-02,13,826,21,,132.0,,,,
Oregon,2020-04-03,14,899,22,,134.0,,,,
Oregon,2020-04-04,15,899,22,,188.0,,,,
Oregon,2020-04-05,16,1068,27,,,,,,
Oregon,2020-04-06,17,1068,27,,,,,,
Oregon,2020-04-07,18,1132,29,,,,,,
Oregon,2020-04-08,19,1181,33,,,,,,
Oregon,2020-04-09,20,1321,44,,156.0,,,,
Oregon,2020-04-10,21,1322,44,,146.0,,,,
Oregon,2020-04-11,22,1371,48,,146.0,,,,
Oregon,2020-04-12,23,1527,52,,140.0,,,,
Oregon,2020-04-13,24,1584,53,,295.0,,,,
Oregon,2020-04-14,25,1633,55,,321.0,,,,
Oregon,2020-04-15,26,1663,58,,311.0,,,,
Oregon,2020-04-16,27,1736,64,,305.0,,,,
Oregon,2020-04-17,28,1785,70,,307.0,,,,
Oregon,2020-04-18,29,1844,72,,301.0,,,,
Oregon,2020-04-19,30,1910,74,,290.0,,,,
Oregon,2020-04-20,31,1957,75,,290.0,,,,
Oregon,2020-04-21,32,2004,78,,303.0,,,,
Oregon,2020-04-22,33,2059,78,,297.0,,,,
Oregon,2020-04-23,34,2127,83,,302.0,,,,
Oregon,2020-04-24,35,2177,86,,304.0,,,,
Oregon,2020-04-25,36,2253,87,,258.0,,,,
Oregon,2020-04-26,37,2311,92,,261.0,,,,
Oregon,2020-04-27,38,2354,92,,249.0,,,,
Oregon,2020-04-28,39,2385,99,,249.0,,,,
Oregon,2020-04-29,40,2446,101,,249.0,,,,
Oregon,2020-04-30,41,2510,103,,227.0,,,,
Oregon,2020-05-01,42,2579,104,,243.0,,,,
Oregon,2020-05-02,43,2635,109,,208.0,,,,
Oregon,2020-05-03,44,2680,109,,209.0,,,,
Oregon,2020-05-04,45,2759,109,,205.0,,,,
Oregon,2020-05-05,46,2839,113,,207.0,,,,
Oregon,2020-05-06,47,2916,115,,219.0,,,,
Oregon,2020-05-07,48,2989,121,,191.0,,,,
Oregon,2020-05-08,49,3068,124,,171.0,,,,
Oregon,2020-05-09,50,3160,127,,159.0,,,,
Oregon,2020-05-10,51,3228,127,,139.0,,,,
Oregon,2020-05-11,52,3286,130,,164.0,,,,
Oregon,2020-05-12,53,3358,130,,164.0,,,,
Oregon,2020-05-13,54,3416,134,,165.0,,,,
Oregon,2020-05-14,55,3479,137,,162.0,,,,
Oregon,2020-05-15,56,3541,137,,163.0,,,,
Oregon,2020-05-16,57,3612,137,,161.0,,,,
Oregon,2020-05-17,58,3623,137,,153.0,,,,
Oregon,2020-05-18,59,3687,138,,156.0,,,,
Oregon,2020-05-19,60,3726,140,,137.0,,,,
Oregon,2020-05-20,61,3801,144,,137.0,,,,
Oregon,2020-05-21,62,3817,145,,152.0,,,,
Oregon,2020-05-22,63,3864,147,,140.0,,,,
Oregon,2020-05-23,64,3888,147,,146.0,,,,
Oregon,2020-05-24,65,3927,148,,102.0,,,,
Oregon,2020-05-25,66,3949,148,,117.0,,,,
Oregon,2020-05-26,67,3967,148,,125.0,,,,
Oregon,2020-05-27,68,4038,148,,149.0,,,,
Oregon,2020-05-28,69,4086,151,,146.0,,,,
Oregon,2020-05-29,70,4131,151,,149.0,,,,
Oregon,2020-05-30,71,4185,153,,155.0,,,,
Oregon,2020-05-31,72,4243,153,,131.0,,,,
Oregon,2020-06-01,73,4302,154,,117.0,,,,
Oregon,2020-06-02,74,4335,157,,108.0,,,,
Oregon,2020-06-03,75,4399,159,,102.0,,,,
Oregon,2020-06-04,76,4474,159,,112.0,,,,
Oregon,2020-06-05,77,4570,161,,124.0,,,,
Oregon,2020-06-06,78,4570,161,,121.0,,,,
Oregon,2020-06-07,79,4662,163,,121.0,,,,
Oregon,2020-06-08,80,4922,164,,121.0,,,,
Oregon,2020-06-09,81,4988,169,,137.0,,,,
Oregon,2020-06-10,82,5060,169,,145.0,,,,
Oregon,2020-06-11,83,5237,171,,136.0,,,,
Oregon,2020-06-12,84,5377,173,,130.0,,,,
Oregon,2020-06-13,85,5377,173,,133.0,,,,
Oregon,2020-06-14,86,5636,176,,133.0,,,,
Oregon,2020-06-15,87,5820,180,,133.0,,,,
Oregon,2020-06-16,88,6098,182,,125.0,,,,
Oregon,2020-06-17,89,6218,183,,141.0,,,,
Oregon,2020-06-18,90,6366,187,,158.0,,,,
Oregon,2020-06-19,91,6572,188,,141.0,,,,
Oregon,2020-06-20,92,6750,189,,154.0,,,,
Oregon,2020-06-21,93,6937,190,,154.0,,,,
Oregon,2020-06-22,94,7083,192,,154.0,,,,
Oregon,2020-06-23,95,7274,192,,145.0,,,,
Oregon,2020-06-24,96,7444,195,,184.0,,,,
Oregon,2020-06-25,97,7568,197,,185.0,,,,
Oregon,2020-06-26,98,7818,202,,189.0,,,,
Oregon,2020-06-27,99,8094,202,,149.0,,,,
Oregon,2020-06-28,100,8341,202,,149.0,,,,
Oregon,2020-06-29,101,8485,204,,149.0,,,,
Oregon,2020-06-30,102,8656,207,,151.0,,,,
Oregon,2020-07-01,103,8931,208,,149.0,,,,
Oregon,2020-07-02,104,9294,209,,192.0,,,,
Oregon,2020-07-03,105,9636,209,,173.0,,,,
Oregon,2020-07-04,106,9930,213,,173.0,,,,
Oregon,2020-07-05,107,10230,215,,173.0,,,,
Oregon,2020-07-06,108,10395,215,,173.0,,,,
Oregon,2020-07-07,109,10605,220,,183.0,,,,
Oregon,2020-07-08,110,10817,224,,191.0,,,,
Oregon,2020-07-09,111,11188,230,,188.0,,,,
Oregon,2020-07-10,112,11454,232,,192.0,,,,
Oregon,2020-07-11,113,11851,232,,208.0,,,,
Oregon,2020-07-12,114,12170,234,,208.0,,,,
Oregon,2020-07-13,115,12438,237,,208.0,,,,
Oregon,2020-07-14,116,12805,244,,246.0,,,,
Oregon,2020-07-15,117,13081,247,,235.0,,,,
Oregon,2020-07-16,118,13509,249,,207.0,,,,
Oregon,2020-07-17,119,13802,254,,219.0,,,,
Oregon,2020-07-18,120,14149,257,,242.0,,,,
Oregon,2020-07-19,121,14579,260,,242.0,,,,
Oregon,2020-07-20,122,14847,262,,242.0,,,,
Oregon,2020-07-21,123,15139,269,,233.0,,,,
Oregon,2020-07-22,124,15393,271,,237.0,,,,
Oregon,2020-07-23,125,15713,273,,231.0,,,,
Oregon,2020-07-24,126,16104,282,,225.0,,,,
Oregon,2020-07-25,127,16492,285,,233.0,,,,
Oregon,2020-07-26,128,16758,289,,233.0,,,,
Oregon,2020-07-27,129,17088,289,,233.0,,,,
Oregon,2020-07-28,130,17408,303,,237.0,,,,
Oregon,2020-07-29,131,17721,311,,230.0,,,,
Oregon,2020-07-30,132,18131,316,,235.0,,,,
Oregon,2020-07-31,133,18492,322,,229.0,,,,
Oregon,2020-08-01,134,18817,325,,208.0,,,,
Oregon,2020-08-02,135,19097,326,,208.0,,,,
Oregon,2020-08-03,136,19366,328,,208.0,,,,
Oregon,2020-08-04,137,19699,333,,215.0,,,,
Oregon,2020-08-05,138,19978,338,,219.0,,,,
Oregon,2020-08-06,139,20224,339,,228.0,,,,
Oregon,2020-08-07,140,20635,348,,230.0,,,,
Oregon,2020-08-08,141,21010,355,,204.0,,,,
Oregon,2020-08-09,142,21272,356,,204.0,,,,
Oregon,2020-08-10,143,21488,357,,204.0,,,,
Oregon,2020-08-11,144,21774,368,,214.0,,,,
Oregon,2020-08-12,145,22022,375,,234.0,,,,
Oregon,2020-08-13,146,22300,383,,213.0,,,,
Oregon,2020-08-14,147,22613,385,,232.0,,,,
Oregon,2020-08-15,148,23018,386,,224.0,,,,
Oregon,2020-08-16,149,23262,388,,224.0,,,,
Oregon,2020-08-17,150,23451,388,,224.0,,,,
Oregon,2020-08-18,151,23676,397,,206.0,,,,
Oregon,2020-08-19,152,23870,408,,214.0,,,,
Oregon,2020-08-20,153,24165,412,,203.0,,,,
Oregon,2020-08-21,154,24421,414,,175.0,,,,
Oregon,2020-08-22,155,24710,417,,173.0,,,,
Oregon,2020-08-23,156,24937,417,,173.0,,,,
Oregon,2020-08-24,157,25155,420,,173.0,,,,
Oregon,2020-08-25,158,25391,428,,143.0,,,,
Oregon,2020-08-26,159,25571,433,,154.0,,,,
Oregon,2020-08-27,160,25761,438,,140.0,,,,
Oregon,2020-08-28,161,26054,447,,171.0,,,,
Oregon,2020-08-29,162,26293,454,,166.0,,,,
Oregon,2020-08-30,163,26554,458,,166.0,,,,
Oregon,2020-08-31,164,26713,459,,166.0,,,,
Oregon,2020-09-01,165,26946,464,,136.0,,,,
Oregon,2020-09-02,166,27075,468,,132.0,,,,
Oregon,2020-09-03,167,27336,470,,139.0,,,,
Oregon,2020-09-04,168,27601,475,,133.0,,,,
Oregon,2020-09-05,169,27856,480,,147.0,,,,
Oregon,2020-09-06,170,28044,481,,147.0,,,,
Oregon,2020-09-07,171,28190,482,,147.0,,,,
Oregon,2020-09-08,172,28356,486,,147.0,,,,
Oregon,2020-09-09,173,28471,494,,153.0,,,,
Oregon,2020-09-10,174,28654,497,,147.0,,,,
Oregon,2020-09-11,175,28865,499,,162.0,,,,
Oregon,2020-09-12,176,29156,505,,161.0,,,,
Oregon,2020-09-13,177,29337,509,,161.0,,,,
Oregon,2020-09-14,178,29337,509,,161.0,,,,
Oregon,2020-09-15,179,29662,519,,135.0,,,,
Oregon,2020-09-16,180,29850,521,,155.0,,,,
Oregon,2020-09-17,181,30060,521,,172.0,,,,
Oregon,2020-09-18,182,30342,521,,144.0,,,,
Oregon,2020-09-19,183,30599,525,,145.0,,,,
Oregon,2020-09-20,184,30801,526,,145.0,,,,
Oregon,2020-09-21,185,30995,529,,145.0,,,,
Oregon,2020-09-22,186,31313,532,,169.0,,,,
Oregon,2020-09-23,187,31503,538,,182.0,,,,
Oregon,2020-09-24,188,31865,539,,188.0,,,,
Oregon,2020-09-25,189,32314,542,,187.0,,,,
Oregon,2020-09-26,190,32581,542,,199.0,,,,
Oregon,2020-09-27,191,32820,543,,199.0,,,,
Oregon,2020-09-28,192,32994,547,,199.0,,,,
Oregon,2020-09-29,193,33291,555,,191.0,,,,
Oregon,2020-09-30,194,33509,559,,173.0,,,,
Oregon,2020-10-01,195,33862,560,,170.0,,,,
Oregon,2020-10-02,196,34163,563,,179.0,,,,
Oregon,2020-10-03,197,34511,571,,176.0,,,,
Oregon,2020-10-04,198,34770,572,,176.0,,,,
Oregon,2020-10-05,199,35049,572,,176.0,,,,
Oregon,2020-10-06,200,35339,581,,184.0,,,,
Oregon,2020-10-07,201,35634,583,,178.0,,,,
Oregon,2020-10-08,202,36116,594,,197.0,,,,
Oregon,2020-10-09,203,36526,597,,197.0,,,,
Oregon,2020-10-10,204,36924,599,,212.0,,,,
Oregon,2020-10-11,205,37255,599,,212.0,,,,
Oregon,2020-10-12,206,37467,599,,212.0,,,,
Oregon,2020-10-13,207,37780,605,,220.0,,,,
Oregon,2020-10-14,208,38160,608,,210.0,,,,
Oregon,2020-10-15,209,38525,611,,202.0,,,,
