state,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Puerto Rico,2020-01-22,-67,0,0,,,,,,
Puerto Rico,2020-01-23,-66,0,0,,,,,,
Puerto Rico,2020-01-24,-65,0,0,,,,,,
Puerto Rico,2020-01-25,-64,0,0,,,,,,
Puerto Rico,2020-01-26,-63,0,0,,,,,,
Puerto Rico,2020-01-27,-62,0,0,,,,,,
Puerto Rico,2020-01-28,-61,0,0,,,,,,
Puerto Rico,2020-01-29,-60,0,0,,,,,,
Puerto Rico,2020-01-30,-59,0,0,,,,,,
Puerto Rico,2020-01-31,-58,0,0,,,,,,
Puerto Rico,2020-02-01,-57,0,0,,,,,,
Puerto Rico,2020-02-02,-56,0,0,,,,,,
Puerto Rico,2020-02-03,-55,0,0,,,,,,
Puerto Rico,2020-02-04,-54,0,0,,,,,,
Puerto Rico,2020-02-05,-53,0,0,,,,,,
Puerto Rico,2020-02-06,-52,0,0,,,,,,
Puerto Rico,2020-02-07,-51,0,0,,,,,,
Puerto Rico,2020-02-08,-50,0,0,,,,,,
Puerto Rico,2020-02-09,-49,0,0,,,,,,
Puerto Rico,2020-02-10,-48,0,0,,,,,,
Puerto Rico,2020-02-11,-47,0,0,,,,,,
Puerto Rico,2020-02-12,-46,0,0,,,,,,
Puerto Rico,2020-02-13,-45,0,0,,,,,,
Puerto Rico,2020-02-14,-44,0,0,,,,,,
Puerto Rico,2020-02-15,-43,0,0,,,,,,
Puerto Rico,2020-02-16,-42,0,0,,,,,,
Puerto Rico,2020-02-17,-41,0,0,,,,,,
Puerto Rico,2020-02-18,-40,0,0,,,,,,
Puerto Rico,2020-02-19,-39,0,0,,,,,,
Puerto Rico,2020-02-20,-38,0,0,,,,,,
Puerto Rico,2020-02-21,-37,0,0,,,,,,
Puerto Rico,2020-02-22,-36,0,0,,,,,,
Puerto Rico,2020-02-23,-35,0,0,,,,,,
Puerto Rico,2020-02-24,-34,0,0,,,,,,
Puerto Rico,2020-02-25,-33,0,0,,,,,,
Puerto Rico,2020-02-26,-32,0,0,,,,,,
Puerto Rico,2020-02-27,-31,0,0,,,,,,
Puerto Rico,2020-02-28,-30,0,0,,,,,,
Puerto Rico,2020-02-29,-29,0,0,,,,,,
Puerto Rico,2020-03-01,-28,0,0,,,,,,
Puerto Rico,2020-03-02,-27,0,0,,,,,,
Puerto Rico,2020-03-03,-26,0,0,,,,,,
Puerto Rico,2020-03-04,-25,0,0,,,,,,
Puerto Rico,2020-03-05,-24,0,0,,,,,,
Puerto Rico,2020-03-06,-23,0,0,,,,,,
Puerto Rico,2020-03-07,-22,0,0,,,,,,
Puerto Rico,2020-03-08,-21,0,0,,,,,,
Puerto Rico,2020-03-09,-20,0,0,,,,,,
Puerto Rico,2020-03-10,-19,0,0,,,,,,
Puerto Rico,2020-03-11,-18,0,0,,,,,,
Puerto Rico,2020-03-12,-17,0,0,,,,,,
Puerto Rico,2020-03-13,-16,0,0,,,,,,
Puerto Rico,2020-03-14,-15,0,0,,,,,,
Puerto Rico,2020-03-15,-14,0,0,,,,,,
Puerto Rico,2020-03-16,-13,5,0,,,,,,
Puerto Rico,2020-03-17,-12,5,0,,,,,,
Puerto Rico,2020-03-18,-11,5,0,,,,,,
Puerto Rico,2020-03-19,-10,5,0,,,,,,
Puerto Rico,2020-03-20,-9,14,0,,,,,,
Puerto Rico,2020-03-21,-8,21,1,,,,,,
Puerto Rico,2020-03-22,-7,23,1,,,,,,
Puerto Rico,2020-03-23,-6,31,2,,,,,,
Puerto Rico,2020-03-24,-5,39,2,,,,,,
Puerto Rico,2020-03-25,-4,51,2,,,,,,
Puerto Rico,2020-03-26,-3,64,2,,,,,,
Puerto Rico,2020-03-27,-2,79,3,,,,,,
Puerto Rico,2020-03-28,-1,100,3,,,,,,
Puerto Rico,2020-03-29,0,127,3,,,,,,
Puerto Rico,2020-03-30,1,174,6,,,,,,
Puerto Rico,2020-03-31,2,239,8,,,,,,
Puerto Rico,2020-04-01,3,286,11,,,,,,
Puerto Rico,2020-04-02,4,316,12,,,,,,
Puerto Rico,2020-04-03,5,316,15,,,,,,
Puerto Rico,2020-04-04,6,452,18,,,,,,
Puerto Rico,2020-04-05,7,475,20,,,,,,
Puerto Rico,2020-04-06,8,513,21,,,,,,
Puerto Rico,2020-04-07,9,573,23,,,,,,
Puerto Rico,2020-04-08,10,620,24,,,,,,
Puerto Rico,2020-04-09,11,683,33,,,,,,
Puerto Rico,2020-04-10,12,725,39,,,,,,
Puerto Rico,2020-04-11,13,788,42,,,,,,
Puerto Rico,2020-04-12,14,897,44,,,,,,
Puerto Rico,2020-04-13,15,903,45,,,,,,
Puerto Rico,2020-04-14,16,923,45,,,,,,
Puerto Rico,2020-04-15,17,974,51,,,,,,
Puerto Rico,2020-04-16,18,1043,56,,,,,,
Puerto Rico,2020-04-17,19,1068,58,,,,,,
Puerto Rico,2020-04-18,20,1118,60,,,,,,
Puerto Rico,2020-04-19,21,1213,62,,,,,,
Puerto Rico,2020-04-20,22,1252,63,,,,,,
Puerto Rico,2020-04-21,23,1298,64,,,,,,
Puerto Rico,2020-04-22,24,1252,63,,,,,,
Puerto Rico,2020-04-23,25,1230,69,,,,,,
Puerto Rico,2020-04-24,26,1276,77,,,,,,
Puerto Rico,2020-04-25,27,873,83,,,,,,
Puerto Rico,2020-04-26,28,886,84,,,,,,
Puerto Rico,2020-04-27,29,890,84,,,,,,
Puerto Rico,2020-04-28,30,893,86,,,,,,
Puerto Rico,2020-04-29,31,899,86,,,,,,
Puerto Rico,2020-04-30,32,949,92,,,,,,
Puerto Rico,2020-05-01,33,958,94,,,,,,
Puerto Rico,2020-05-02,34,967,95,,,,,,
Puerto Rico,2020-05-03,35,982,97,,,,,,
Puerto Rico,2020-05-04,36,995,97,,,,,,
Puerto Rico,2020-05-05,37,999,99,,,,,,
Puerto Rico,2020-05-06,38,999,99,,,,,,
Puerto Rico,2020-05-07,39,1006,102,,,,,,
Puerto Rico,2020-05-08,40,1022,107,,,,,,
Puerto Rico,2020-05-09,41,1027,108,,,,,,
Puerto Rico,2020-05-10,42,1033,111,,,,,,
Puerto Rico,2020-05-11,43,1047,113,,,,,,
Puerto Rico,2020-05-12,44,1055,114,,,,,,
Puerto Rico,2020-05-13,45,1057,115,,,,,,
Puerto Rico,2020-05-14,46,1066,117,,,,,,
Puerto Rico,2020-05-15,47,1080,122,,,,,,
Puerto Rico,2020-05-16,48,1106,122,,,,,,
Puerto Rico,2020-05-17,49,1139,123,,,,,,
Puerto Rico,2020-05-18,50,1187,124,,,,,,
Puerto Rico,2020-05-19,51,1199,124,,,,,,
Puerto Rico,2020-05-20,52,1198,125,,,,,,
Puerto Rico,2020-05-21,53,1205,126,,,,,,
Puerto Rico,2020-05-22,54,1213,126,,,,,,
Puerto Rico,2020-05-23,55,1221,127,,,,,,
Puerto Rico,2020-05-24,56,1221,127,,,,,,
Puerto Rico,2020-05-25,57,1231,129,,,,,,
Puerto Rico,2020-05-26,58,1232,129,,,,,,
Puerto Rico,2020-05-27,59,1250,129,,,,,,
