country,province,date,day_since100,case_cnt,death_cnt,new_hospitalization,total_hospitalization,new_icu,total_icu,new_recovered,total_recovered
Belgium,,2020-01-22,-44,0,0,,,,,,
Belgium,,2020-01-23,-43,0,0,,,,,,
Belgium,,2020-01-24,-42,0,0,,,,,,
Belgium,,2020-01-25,-41,0,0,,,,,,
Belgium,,2020-01-26,-40,0,0,,,,,,
Belgium,,2020-01-27,-39,0,0,,,,,,
Belgium,,2020-01-28,-38,0,0,,,,,,
Belgium,,2020-01-29,-37,0,0,,,,,,
Belgium,,2020-01-30,-36,0,0,,,,,,
Belgium,,2020-01-31,-35,0,0,,,,,,
Belgium,,2020-02-01,-34,0,0,,,,,,
Belgium,,2020-02-02,-33,0,0,,,,,,
Belgium,,2020-02-03,-32,0,0,,,,,,
Belgium,,2020-02-04,-31,1,0,,,,,,
Belgium,,2020-02-05,-30,1,0,,,,,,
Belgium,,2020-02-06,-29,1,0,,,,,,
Belgium,,2020-02-07,-28,1,0,,,,,,
Belgium,,2020-02-08,-27,1,0,,,,,,
Belgium,,2020-02-09,-26,1,0,,,,,,
Belgium,,2020-02-10,-25,1,0,,,,,,
Belgium,,2020-02-11,-24,1,0,,,,,,
Belgium,,2020-02-12,-23,1,0,,,,,,
Belgium,,2020-02-13,-22,1,0,,,,,,
Belgium,,2020-02-14,-21,1,0,,,,,,
Belgium,,2020-02-15,-20,1,0,,,,,,
Belgium,,2020-02-16,-19,1,0,,,,,,
Belgium,,2020-02-17,-18,1,0,,,,,,
Belgium,,2020-02-18,-17,1,0,,,,,,
Belgium,,2020-02-19,-16,1,0,,,,,,
Belgium,,2020-02-20,-15,1,0,,,,,,
Belgium,,2020-02-21,-14,1,0,,,,,,
Belgium,,2020-02-22,-13,1,0,,,,,,
Belgium,,2020-02-23,-12,1,0,,,,,,
Belgium,,2020-02-24,-11,1,0,,,,,,
Belgium,,2020-02-25,-10,1,0,,,,,,
Belgium,,2020-02-26,-9,1,0,,,,,,
Belgium,,2020-02-27,-8,1,0,,,,,,
Belgium,,2020-02-28,-7,1,0,,,,,,
Belgium,,2020-02-29,-6,1,0,,,,,,
Belgium,,2020-03-01,-5,2,0,,,,,,
Belgium,,2020-03-02,-4,8,0,,,,,,
Belgium,,2020-03-03,-3,13,0,,,,,,
Belgium,,2020-03-04,-2,23,0,,,,,,
Belgium,,2020-03-05,-1,50,0,,,,,,
Belgium,,2020-03-06,0,109,0,,,,,,
Belgium,,2020-03-07,1,169,0,,,,,,
Belgium,,2020-03-08,2,200,0,,,,,,
Belgium,,2020-03-09,3,239,0,,,,,,
Belgium,,2020-03-10,4,267,0,,,,,,
